utilizacao,tx_juros,vr_parcelas,log_renda_anual,idx_div_renda,pont_mutuario,saldo_rotativo,tx_util_credito,tx_juros_faixa,vr_parcelas_faixa,log_renda_anual_faixa,idx_div_renda_faixa,pont_mutuario_faixa,log_saldo_rotativo,log_saldo_rotativo_faixa,tx_util_credito_faixa,devedor,atende_criterios,consult_mutuario_cred,nro_reg_deprec,0-1__utilizacao_all_other,0-1__utilizacao_credit_card,0-1__utilizacao_debt_consolidation,0-1__utilizacao_educational,0-1__utilizacao_home_improvement,0-1__utilizacao_major_purchase,0-1__utilizacao_small_business,ord__tx_juros_faixa,ord__vr_parcelas_faixa,ord__log_renda_anual_faixa,ord__idx_div_renda_faixa,ord__pont_mutuario_faixa,ord__log_saldo_rotativo_faixa,ord__tx_util_credito_faixa
credit_card,11.0,691.0,11.0,23.0,722.0,34377.0,58.5,"(10.0, 12.0]","(650.0, 780.0]","(10.0, 11.0]","(22.0, 23.0]","(720, 722]",5.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,14.0,0.0,1.0,5.0
all_other,11.0,280.0,11.0,17.0,697.0,12430.0,46.6,"(10.0, 12.0]","(260.0, 390.0]","(10.0, 11.0]","(16.0, 17.0]","(696, 698]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,5.0
major_purchase,15.0,243.0,11.0,9.0,672.0,6907.0,92.1,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(8.0, 9.0]","(670, 672]",4.0,"(3.0, 6.0]","(90.0, 105.0]",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,8.0,1.0,0.0,4.0
debt_consolidation,13.0,81.0,10.0,18.0,697.0,1060.0,42.4,"(12.0, 14.0]","(0.0, 130.0]","(9.0, 10.0]","(17.0, 18.0]","(696, 698]",3.0,"(0.0, 3.0]","(30.0, 45.0]",0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,13.0,2.0,1.0,5.0
debt_consolidation,13.0,738.0,11.0,12.0,722.0,13871.0,70.1,"(12.0, 14.0]","(650.0, 780.0]","(10.0, 11.0]","(11.0, 12.0]","(720, 722]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,2.0,1.0,3.0
debt_consolidation,13.0,504.0,11.0,22.0,702.0,44135.0,54.2,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(21.0, 22.0]","(700, 702]",5.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0
debt_consolidation,14.000000000000002,343.0,11.0,12.0,682.0,4719.0,77.4,"(14.0, 16.0]","(260.0, 390.0]","(10.0, 11.0]","(11.0, 12.0]","(680, 682]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,19.0,0.0,4.0
all_other,10.0,290.0,11.0,11.0,732.0,11250.0,17.9,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(10.0, 11.0]","(730, 732]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0
debt_consolidation,13.0,168.0,11.0,1.0,687.0,1319.0,44.0,"(12.0, 14.0]","(130.0, 260.0]","(10.0, 11.0]","(0.0, 1.0]","(686, 688]",3.0,"(0.0, 3.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,1.0,1.0
debt_consolidation,11.0,327.0,11.0,16.0,712.0,2595.0,32.0,"(10.0, 12.0]","(260.0, 390.0]","(10.0, 11.0]","(15.0, 16.0]","(710, 712]",3.0,"(0.0, 3.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0
all_other,13.0,202.0,10.0,3.0,692.0,1586.0,61.0,"(12.0, 14.0]","(130.0, 260.0]","(9.0, 10.0]","(2.0, 3.0]","(690, 692]",3.0,"(0.0, 3.0]","(60.0, 75.0]",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,0.0,1.0,4.0
debt_consolidation,13.0,806.0,12.0,11.0,717.0,31973.0,74.4,"(12.0, 14.0]","(780.0, 910.0]","(11.0, 12.0]","(10.0, 11.0]","(716, 718]",5.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,12.0,19.0,0.0,0.0
all_other,15.0,866.0,11.0,4.0,707.0,12797.0,30.2,"(14.0, 16.0]","(780.0, 910.0]","(10.0, 11.0]","(3.0, 4.0]","(706, 708]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,20.0,0.0,5.0
small_business,11.0,823.0,12.0,4.0,727.0,9466.0,27.4,"(10.0, 12.0]","(780.0, 910.0]","(11.0, 12.0]","(3.0, 4.0]","(726, 728]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,13.0,0.0,1.0,5.0
credit_card,10.0,421.0,11.0,14.0,752.0,25444.0,42.4,"(8.0, 10.0]","(390.0, 520.0]","(10.0, 11.0]","(13.0, 14.0]","(750, 752]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,16.0,2.0,0.0,0.0
debt_consolidation,11.0,491.0,11.0,16.0,722.0,15142.0,62.6,"(10.0, 12.0]","(390.0, 520.0]","(10.0, 11.0]","(15.0, 16.0]","(720, 722]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,16.0,18.0,0.0,0.0
all_other,11.0,494.0,11.0,23.0,707.0,29618.0,78.1,"(10.0, 12.0]","(390.0, 520.0]","(10.0, 11.0]","(22.0, 23.0]","(706, 708]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0
all_other,8.0,311.0,10.0,5.0,752.0,5270.0,24.3,"(6.0, 8.0]","(260.0, 390.0]","(9.0, 10.0]","(4.0, 5.0]","(750, 752]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,15.0,11.0,1.0,3.0
all_other,11.0,658.0,12.0,5.0,712.0,20894.0,51.5,"(10.0, 12.0]","(650.0, 780.0]","(11.0, 12.0]","(4.0, 5.0]","(710, 712]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,1.0,1.0
debt_consolidation,13.0,302.0,10.0,17.0,692.0,14152.0,71.7,"(12.0, 14.0]","(260.0, 390.0]","(9.0, 10.0]","(16.0, 17.0]","(690, 692]",4.0,"(3.0, 6.0]","(60.0, 75.0]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,18.0,2.0,1.0,2.0
educational,13.0,814.0,11.0,21.0,717.0,32628.0,61.8,"(12.0, 14.0]","(780.0, 910.0]","(10.0, 11.0]","(20.0, 21.0]","(716, 718]",5.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,2.0,1.0,4.0
debt_consolidation,11.0,556.0,11.0,18.0,727.0,21070.0,32.4,"(10.0, 12.0]","(520.0, 650.0]","(10.0, 11.0]","(17.0, 18.0]","(726, 728]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,11.0,0.0,0.0,3.0
debt_consolidation,13.0,537.0,11.0,23.0,712.0,46373.0,76.8,"(12.0, 14.0]","(520.0, 650.0]","(10.0, 11.0]","(22.0, 23.0]","(710, 712]",5.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
debt_consolidation,10.0,324.0,10.0,12.0,717.0,778.0,43.2,"(8.0, 10.0]","(260.0, 390.0]","(9.0, 10.0]","(11.0, 12.0]","(716, 718]",3.0,"(0.0, 3.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0
credit_card,10.0,451.0,11.0,20.0,802.0,15460.0,60.6,"(8.0, 10.0]","(390.0, 520.0]","(10.0, 11.0]","(19.0, 20.0]","(800, 802]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,5.0
debt_consolidation,8.0,469.0,12.0,9.0,772.0,16224.0,38.3,"(6.0, 8.0]","(390.0, 520.0]","(11.0, 12.0]","(8.0, 9.0]","(770, 772]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,13.0,19.0,0.0,2.0
debt_consolidation,8.0,407.0,11.0,20.0,757.0,9368.0,30.2,"(6.0, 8.0]","(390.0, 520.0]","(10.0, 11.0]","(19.0, 20.0]","(756, 758]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,20.0,0.0,6.0
debt_consolidation,15.0,557.0,11.0,16.0,672.0,17830.0,78.9,"(14.0, 16.0]","(520.0, 650.0]","(10.0, 11.0]","(15.0, 16.0]","(670, 672]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0
debt_consolidation,13.0,336.0,11.0,16.0,697.0,3466.0,25.1,"(12.0, 14.0]","(260.0, 390.0]","(10.0, 11.0]","(15.0, 16.0]","(696, 698]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,1.0,5.0
debt_consolidation,18.0,472.0,11.0,11.0,672.0,8340.0,24.2,"(16.0, 18.0]","(390.0, 520.0]","(10.0, 11.0]","(10.0, 11.0]","(670, 672]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,11.0,0.0,1.0,5.0
debt_consolidation,8.0,129.0,11.0,20.0,772.0,12308.0,22.8,"(6.0, 8.0]","(0.0, 130.0]","(10.0, 11.0]","(19.0, 20.0]","(770, 772]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0
major_purchase,8.0,130.0,11.0,9.0,752.0,2483.0,27.6,"(6.0, 8.0]","(0.0, 130.0]","(10.0, 11.0]","(8.0, 9.0]","(750, 752]",3.0,"(0.0, 3.0]","(15.0, 30.0]",0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,10.0,0.0,1.0,4.0
all_other,15.0,139.0,11.0,1.0,682.0,1298.0,81.1,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(0.0, 1.0]","(680, 682]",3.0,"(0.0, 3.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0
credit_card,8.0,375.0,11.0,14.0,752.0,18183.0,33.2,"(6.0, 8.0]","(260.0, 390.0]","(10.0, 11.0]","(13.0, 14.0]","(750, 752]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,12.0,5.0,1.0,5.0
small_business,8.0,500.0,11.0,15.0,772.0,13925.0,15.7,"(6.0, 8.0]","(390.0, 520.0]","(10.0, 11.0]","(14.0, 15.0]","(770, 772]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,14.0,20.0,0.0,5.0
all_other,10.0,258.0,12.0,1.0,757.0,4165.0,61.2,"(8.0, 10.0]","(130.0, 260.0]","(11.0, 12.0]","(0.0, 1.0]","(756, 758]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,8.0,0.0,1.0,6.0
home_improvement,11.0,39.0,10.0,11.0,687.0,8797.0,41.9,"(10.0, 12.0]","(0.0, 130.0]","(9.0, 10.0]","(10.0, 11.0]","(686, 688]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,19.0,7.0,1.0,2.0
all_other,16.0,175.0,10.0,10.0,662.0,2176.0,53.1,"(14.0, 16.0]","(130.0, 260.0]","(9.0, 10.0]","(9.0, 10.0]","(660, 662]",3.0,"(0.0, 3.0]","(45.0, 60.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0
credit_card,13.0,695.0,12.0,19.0,702.0,19427.0,51.1,"(12.0, 14.0]","(650.0, 780.0]","(11.0, 12.0]","(18.0, 19.0]","(700, 702]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,21.0,8.0,1.0,3.0
debt_consolidation,13.0,339.0,12.0,12.0,802.0,39636.0,99.0,"(12.0, 14.0]","(260.0, 390.0]","(11.0, 12.0]","(11.0, 12.0]","(800, 802]",5.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,21.0,19.0,1.0,3.0
all_other,8.0,155.0,11.0,6.0,752.0,5413.0,20.0,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(5.0, 6.0]","(750, 752]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,9.0,2.0,1.0,6.0
debt_consolidation,15.0,414.0,12.0,12.0,692.0,18159.0,96.6,"(14.0, 16.0]","(390.0, 520.0]","(11.0, 12.0]","(11.0, 12.0]","(690, 692]",4.0,"(3.0, 6.0]","(90.0, 105.0]",1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,19.0,0.0,3.0
all_other,13.0,197.0,11.0,15.0,682.0,4112.0,45.2,"(12.0, 14.0]","(130.0, 260.0]","(10.0, 11.0]","(14.0, 15.0]","(680, 682]",4.0,"(3.0, 6.0]","(45.0, 60.0]",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,4.0,0.0,0.0
all_other,15.0,222.0,11.0,15.0,662.0,9317.0,61.7,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(14.0, 15.0]","(660, 662]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0
credit_card,14.000000000000002,491.0,12.0,13.0,687.0,36174.0,78.0,"(14.0, 16.0]","(390.0, 520.0]","(11.0, 12.0]","(12.0, 13.0]","(686, 688]",5.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,21.0,0.0,1.0,5.0
debt_consolidation,15.0,69.0,11.0,15.0,667.0,5472.0,97.7,"(14.0, 16.0]","(0.0, 130.0]","(10.0, 11.0]","(14.0, 15.0]","(666, 668]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,14.0,19.0,1.0,4.0
small_business,10.0,243.0,11.0,4.0,752.0,639.0,2.7,"(8.0, 10.0]","(130.0, 260.0]","(10.0, 11.0]","(3.0, 4.0]","(750, 752]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,4.0
debt_consolidation,8.0,155.0,11.0,7.0,752.0,8754.0,17.3,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(6.0, 7.0]","(750, 752]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,8.0,0.0,0.0,6.0
educational,8.0,108.0,11.0,15.0,772.0,1498.0,2.7,"(6.0, 8.0]","(0.0, 130.0]","(10.0, 11.0]","(14.0, 15.0]","(770, 772]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,2.0
all_other,8.0,107.0,11.0,14.0,772.0,5256.0,15.6,"(6.0, 8.0]","(0.0, 130.0]","(10.0, 11.0]","(13.0, 14.0]","(770, 772]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,3.0
credit_card,10.0,322.0,12.0,10.0,727.0,18096.0,68.3,"(8.0, 10.0]","(260.0, 390.0]","(11.0, 12.0]","(9.0, 10.0]","(726, 728]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0
all_other,14.000000000000002,41.0,11.0,3.0,707.0,2823.0,65.7,"(14.0, 16.0]","(0.0, 130.0]","(10.0, 11.0]","(2.0, 3.0]","(706, 708]",3.0,"(0.0, 3.0]","(60.0, 75.0]",1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,11.0,20.0,0.0,4.0
all_other,11.0,260.0,11.0,15.0,712.0,5553.0,32.1,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(14.0, 15.0]","(710, 712]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0
small_business,8.0,469.0,11.0,10.0,647.0,4176.0,8.8,"(6.0, 8.0]","(390.0, 520.0]","(10.0, 11.0]","(9.0, 10.0]","(646, 648]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,5.0
debt_consolidation,8.0,263.0,11.0,20.0,772.0,9411.0,20.3,"(6.0, 8.0]","(260.0, 390.0]","(10.0, 11.0]","(19.0, 20.0]","(770, 772]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,20.0,1.0,6.0
credit_card,11.0,684.0,11.0,15.0,802.0,31725.0,32.8,"(10.0, 12.0]","(650.0, 780.0]","(10.0, 11.0]","(14.0, 15.0]","(800, 802]",5.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,5.0
debt_consolidation,13.0,235.0,11.0,23.0,697.0,14441.0,87.0,"(12.0, 14.0]","(130.0, 260.0]","(10.0, 11.0]","(22.0, 23.0]","(696, 698]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,6.0
debt_consolidation,11.0,818.0,11.0,12.0,802.0,19596.0,43.8,"(10.0, 12.0]","(780.0, 910.0]","(10.0, 11.0]","(11.0, 12.0]","(800, 802]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,14.0,1.0,2.0
debt_consolidation,13.0,470.0,11.0,19.0,707.0,31992.0,75.5,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(18.0, 19.0]","(706, 708]",5.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,7.0,0.0,1.0,4.0
major_purchase,11.0,57.0,10.0,8.0,687.0,1967.0,18.2,"(10.0, 12.0]","(0.0, 130.0]","(9.0, 10.0]","(7.0, 8.0]","(686, 688]",3.0,"(0.0, 3.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,21.0,10.0,1.0,6.0
home_improvement,8.0,31.0,11.0,10.0,752.0,17028.0,11.7,"(6.0, 8.0]","(0.0, 130.0]","(10.0, 11.0]","(9.0, 10.0]","(750, 752]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,17.0,19.0,1.0,5.0
credit_card,13.0,47.0,10.0,10.0,697.0,1702.0,24.3,"(12.0, 14.0]","(0.0, 130.0]","(9.0, 10.0]","(9.0, 10.0]","(696, 698]",3.0,"(0.0, 3.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,18.0,19.0,1.0,3.0
all_other,10.0,243.0,11.0,7.0,647.0,1386.0,9.0,"(8.0, 10.0]","(130.0, 260.0]","(10.0, 11.0]","(6.0, 7.0]","(646, 648]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,7.0,0.0,1.0,5.0
debt_consolidation,15.0,689.0,12.0,17.0,687.0,9431.0,87.3,"(14.0, 16.0]","(650.0, 780.0]","(11.0, 12.0]","(16.0, 17.0]","(686, 688]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,6.0,0.0,1.0
credit_card,11.0,130.0,10.0,6.0,707.0,4423.0,40.2,"(10.0, 12.0]","(0.0, 130.0]","(9.0, 10.0]","(5.0, 6.0]","(706, 708]",4.0,"(3.0, 6.0]","(30.0, 45.0]",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,19.0,0.0,4.0
debt_consolidation,16.0,299.0,10.0,23.0,672.0,9640.0,87.6,"(14.0, 16.0]","(260.0, 390.0]","(9.0, 10.0]","(22.0, 23.0]","(670, 672]",4.0,"(3.0, 6.0]","(75.0, 90.0]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0
debt_consolidation,15.0,693.0,12.0,13.0,687.0,38910.0,93.3,"(14.0, 16.0]","(650.0, 780.0]","(11.0, 12.0]","(12.0, 13.0]","(686, 688]",5.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,19.0,0.0,1.0
credit_card,8.0,46.0,11.0,1.0,772.0,3947.0,7.6,"(6.0, 8.0]","(0.0, 130.0]","(10.0, 11.0]","(0.0, 1.0]","(770, 772]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,19.0,0.0,3.0
debt_consolidation,10.0,322.0,12.0,14.0,727.0,18111.0,69.1,"(8.0, 10.0]","(260.0, 390.0]","(11.0, 12.0]","(13.0, 14.0]","(726, 728]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,11.0,19.0,1.0,6.0
credit_card,15.0,348.0,11.0,19.0,677.0,18533.0,90.4,"(14.0, 16.0]","(260.0, 390.0]","(10.0, 11.0]","(18.0, 19.0]","(676, 678]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,21.0,13.0,1.0,2.0
credit_card,10.0,129.0,11.0,1.0,717.0,3187.0,37.1,"(8.0, 10.0]","(0.0, 130.0]","(10.0, 11.0]","(0.0, 1.0]","(716, 718]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,21.0,1.0,1.0,6.0
debt_consolidation,13.0,213.0,12.0,23.0,687.0,11011.0,88.1,"(12.0, 14.0]","(130.0, 260.0]","(11.0, 12.0]","(22.0, 23.0]","(686, 688]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,19.0,0.0,4.0
debt_consolidation,15.0,453.0,11.0,9.0,677.0,13222.0,91.8,"(14.0, 16.0]","(390.0, 520.0]","(10.0, 11.0]","(8.0, 9.0]","(676, 678]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,3.0
